sensor;servicePoint;client;transmitter;date;meterDiameter;volume_l_value;index_interpolated_d_l_value
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;01/01/2019;40;0.0;5623306.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;02/01/2019;40;61.0;5623306.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;03/01/2019;40;7.0;5623367.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;04/01/2019;40;5.0;5623374.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;05/01/2019;40;3.0;5623379.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;06/01/2019;40;1200.0;5623382.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;07/01/2019;40;1076.0;5624582.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;08/01/2019;40;2346.0;5625658.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;09/01/2019;40;4533.0;5628004.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;10/01/2019;40;1165.0;5632537.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;11/01/2019;40;7.0;5633702.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;12/01/2019;40;11.0;5633709.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;13/01/2019;40;1614.0;5633720.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;14/01/2019;40;1229.0;5635334.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;15/01/2019;40;66.0;5636563.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;16/01/2019;40;1005.0;5636629.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;17/01/2019;40;1083.0;5637634.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;18/01/2019;40;11.0;5638717.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;19/01/2019;40;8.0;5638728.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;20/01/2019;40;1155.0;5638736.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;21/01/2019;40;1228.0;5639891.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;22/01/2019;40;51.0;5641119.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;23/01/2019;40;1072.0;5641170.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;24/01/2019;40;1143.0;5642242.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;25/01/2019;40;5.0;5643385.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;26/01/2019;40;0.0;5643390.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;27/01/2019;40;1196.0;5643390.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;28/01/2019;40;1201.0;5644586.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;29/01/2019;40;70.0;5645787.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;30/01/2019;40;911.0;5645857.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;31/01/2019;40;1248.0;5646768.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;01/02/2019;40;15.0;5648016.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;02/02/2019;40;1.0;5648031.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;03/02/2019;40;1031.0;5648032.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;04/02/2019;40;1256.0;5649063.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;05/02/2019;40;69.0;5650319.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;06/02/2019;40;1213.0;5650388.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;07/02/2019;40;886.0;5651601.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;08/02/2019;40;16.0;5652487.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;09/02/2019;40;5.0;5652503.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;10/02/2019;40;1.0;5652508.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;11/02/2019;40;0.0;5652509.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;12/02/2019;40;1.0;5652509.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;13/02/2019;40;1.0;5652510.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;14/02/2019;40;0.0;5652511.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;15/02/2019;40;1.0;5652511.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;16/02/2019;40;0.0;5652512.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;17/02/2019;40;0.0;5652512.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;18/02/2019;40;1.0;5652512.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;19/02/2019;40;88.0;5652513.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;20/02/2019;40;1.0;5652601.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;21/02/2019;40;11.0;5652602.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;22/02/2019;40;3.0;5652613.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;23/02/2019;40;2.0;5652616.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;24/02/2019;40;2136.0;5652618.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;25/02/2019;40;5747.0;5654754.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;26/02/2019;40;4362.0;5660501.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;27/02/2019;40;5573.0;5664863.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;28/02/2019;40;5761.0;5670436.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;01/03/2019;40;4352.0;5676197.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;02/03/2019;40;4340.0;5680549.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;03/03/2019;40;5676.0;5684889.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;04/03/2019;40;5889.0;5690565.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;05/03/2019;40;2293.0;5696454.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;06/03/2019;40;1281.0;5698747.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;07/03/2019;40;1266.0;5700028.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;08/03/2019;40;13.0;5701294.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;09/03/2019;40;9.0;5701307.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;10/03/2019;40;1097.0;5701316.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;11/03/2019;40;1355.0;5702413.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;12/03/2019;40;64.0;5703768.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;13/03/2019;40;1323.0;5703832.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;14/03/2019;40;1512.0;5705155.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;15/03/2019;40;14.0;5706667.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;16/03/2019;40;5.0;5706681.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;17/03/2019;40;1095.0;5706686.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;18/03/2019;40;223.0;5707781.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;19/03/2019;40;18.0;5708004.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;20/03/2019;40;1604.0;5708022.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;21/03/2019;40;1470.0;5709626.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;22/03/2019;40;4.0;5711096.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;23/03/2019;40;0.0;5711100.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;24/03/2019;40;1497.0;5711100.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;25/03/2019;40;1009.0;5712597.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;26/03/2019;40;39.0;5713606.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;27/03/2019;40;1251.0;5713645.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;28/03/2019;40;1347.0;5714896.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;29/03/2019;40;17.0;5716243.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;30/03/2019;40;4.0;5716260.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;31/03/2019;40;1187.0;5716264.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;01/04/2019;40;1180.0;5717451.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;02/04/2019;40;2410.0;5718631.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;03/04/2019;40;5457.0;5721041.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;04/04/2019;40;5162.0;5726498.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;05/04/2019;40;4100.0;5731660.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;06/04/2019;40;4066.0;5735760.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;07/04/2019;40;4124.0;5739826.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;08/04/2019;40;4069.0;5743950.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;09/04/2019;40;4138.0;5748019.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;10/04/2019;40;4062.0;5752157.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;11/04/2019;40;4071.0;5756219.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;12/04/2019;40;4049.0;5760290.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;13/04/2019;40;4043.0;5764339.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;14/04/2019;40;4039.0;5768382.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;15/04/2019;40;4033.0;5772421.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;16/04/2019;40;4045.0;5776454.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;17/04/2019;40;4027.0;5780499.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;18/04/2019;40;4033.0;5784526.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;19/04/2019;40;4023.0;5788559.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;20/04/2019;40;4027.0;5792582.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;21/04/2019;40;4021.0;5796609.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;22/04/2019;40;4639.0;5800630.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;23/04/2019;40;16.0;5805269.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;24/04/2019;40;1215.0;5805285.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;25/04/2019;40;1230.0;5806500.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;26/04/2019;40;9.0;5807730.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;27/04/2019;40;6.0;5807739.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;28/04/2019;40;1409.0;5807745.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;29/04/2019;40;1342.0;5809154.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;30/04/2019;40;2.0;5810496.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;01/05/2019;40;2024.0;5810498.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;02/05/2019;40;1165.0;5812522.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;03/05/2019;40;1.0;5813687.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;04/05/2019;40;0.0;5813688.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;05/05/2019;40;2999.0;5813688.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;06/05/2019;40;1238.0;5816687.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;07/05/2019;40;508.0;5817925.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;08/05/2019;40;1206.0;5818433.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;09/05/2019;40;1759.0;5819639.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;10/05/2019;40;11.0;5821398.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;11/05/2019;40;2.0;5821409.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;12/05/2019;40;1378.0;5821411.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;13/05/2019;40;1528.0;5822789.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;14/05/2019;40;24.0;5824317.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;15/05/2019;40;1535.0;5824341.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;16/05/2019;40;1304.0;5825876.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;17/05/2019;40;0.0;5827180.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;18/05/2019;40;0.0;5827180.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;19/05/2019;40;1340.0;5827180.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;20/05/2019;40;1110.0;5828520.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;21/05/2019;40;465.0;5829630.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;22/05/2019;40;1468.0;5830095.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;23/05/2019;40;1362.0;5831563.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;24/05/2019;40;0.0;5832925.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;25/05/2019;40;0.0;5832925.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;26/05/2019;40;865.0;5832925.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;27/05/2019;40;1665.0;5833790.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;28/05/2019;40;42.0;5835455.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;29/05/2019;40;0.0;5835497.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;30/05/2019;40;0.0;5835497.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;31/05/2019;40;0.0;5835497.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;01/06/2019;40;0.0;5835497.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;02/06/2019;40;1591.0;5835497.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;03/06/2019;40;1284.0;5837088.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;04/06/2019;40;29.0;5838372.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;05/06/2019;40;1771.0;5838401.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;06/06/2019;40;1251.0;5840177.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;07/06/2019;40;0.0;5841428.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;08/06/2019;40;0.0;5841428.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;09/06/2019;40;0.0;5841428.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;10/06/2019;40;2416.0;5841428.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;11/06/2019;40;24.0;5843844.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;12/06/2019;40;3783.0;5843868.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;13/06/2019;40;4770.0;5847651.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;14/06/2019;40;0.0;5852421.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;15/06/2019;40;0.0;5852421.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;16/06/2019;40;1731.0;5852421.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;17/06/2019;40;1534.0;5854152.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;18/06/2019;40;71.0;5855686.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;19/06/2019;40;1666.0;5855757.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;20/06/2019;40;1632.0;5857423.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;21/06/2019;40;0.0;5859055.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;22/06/2019;40;0.0;5859055.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;23/06/2019;40;1888.0;5859055.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;24/06/2019;40;2021.0;5860943.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;25/06/2019;40;0.0;5862964.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;26/06/2019;40;4484.0;5862964.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;27/06/2019;40;98.0;5867448.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;28/06/2019;40;1.0;5867546.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;29/06/2019;40;1.0;5867547.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;30/06/2019;40;1323.0;5867548.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;01/07/2019;40;1343.0;5868871.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;02/07/2019;40;8.0;5870214.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;03/07/2019;40;943.0;5870222.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;04/07/2019;40;893.0;5871165.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;05/07/2019;40;1.0;5872058.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;06/07/2019;40;0.0;5872059.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;07/07/2019;40;0.0;5872059.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;08/07/2019;40;59.0;5872059.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;09/07/2019;40;8.0;5872118.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;10/07/2019;40;7.0;5872126.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;11/07/2019;40;0.0;5872133.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;12/07/2019;40;0.0;5872133.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;13/07/2019;40;0.0;5872133.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;14/07/2019;40;0.0;5872133.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;15/07/2019;40;19.0;5872133.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;16/07/2019;40;0.0;5872152.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;17/07/2019;40;0.0;5872152.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;18/07/2019;40;0.0;5872152.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;19/07/2019;40;0.0;5872152.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;20/07/2019;40;0.0;5872152.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;21/07/2019;40;0.0;5872152.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;22/07/2019;40;2133.0;5872152.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;23/07/2019;40;2830.0;5874285.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;24/07/2019;40;2313.0;5877115.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;25/07/2019;40;373.0;5879428.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;26/07/2019;40;0.0;5879801.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;27/07/2019;40;1.0;5879801.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;28/07/2019;40;200.0;5879802.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;29/07/2019;40;1661.0;5880002.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;30/07/2019;40;276.0;5881663.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;31/07/2019;40;0.0;5881939.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;01/08/2019;40;527.0;5881939.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;02/08/2019;40;527.0;5882466.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;03/08/2019;40;57.0;5882523.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;04/08/2019;40;250.0;5882523.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;05/08/2019;40;61.0;5882773.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;06/08/2019;40;140.0;5882834.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;07/08/2019;40;3839.0;5882974.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;08/08/2019;40;17.0;5886813.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;09/08/2019;40;0.0;5886830.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;10/08/2019;40;0.0;5886830.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;11/08/2019;40;75.0;5886830.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;12/08/2019;40;140.0;5886905.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;13/08/2019;40;970.0;5887045.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;14/08/2019;40;431.0;5888015.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;15/08/2019;40;264.0;5888446.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;16/08/2019;40;0.0;5888710.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;17/08/2019;40;0.0;5888710.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;18/08/2019;40;1124.0;5888710.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;19/08/2019;40;196.0;5889834.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;20/08/2019;40;200.0;5890030.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;21/08/2019;40;83.0;5890230.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;22/08/2019;40;0.0;5890313.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;23/08/2019;40;0.0;5890313.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;24/08/2019;40;0.0;5890313.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;25/08/2019;40;87.0;5890313.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;26/08/2019;40;19.0;5890400.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;27/08/2019;40;0.0;5890419.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;28/08/2019;40;0.0;5890419.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;29/08/2019;40;62.0;5890419.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;30/08/2019;40;0.0;5890481.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;31/08/2019;40;0.0;5890481.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;01/09/2019;40;2736.0;5890481.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;02/09/2019;40;2060.0;5893217.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;03/09/2019;40;0.0;5895277.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;04/09/2019;40;1643.0;5895277.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;05/09/2019;40;1211.0;5896920.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;06/09/2019;40;0.0;5898131.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;07/09/2019;40;1.0;5898131.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;08/09/2019;40;1357.0;5898132.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;09/09/2019;40;1311.0;5899489.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;10/09/2019;40;781.0;5900800.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;11/09/2019;40;2158.0;5901581.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;12/09/2019;40;1968.0;5903739.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;13/09/2019;40;345.0;5905707.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;14/09/2019;40;114.0;5906052.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;15/09/2019;40;1498.0;5906166.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;16/09/2019;40;1624.0;5907664.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;17/09/2019;40;406.0;5909288.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;18/09/2019;40;1906.0;5909694.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;19/09/2019;40;1352.0;5911600.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;20/09/2019;40;153.0;5912952.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;21/09/2019;40;241.0;5913105.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;22/09/2019;40;1748.0;5913346.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;23/09/2019;40;1799.0;5915094.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;24/09/2019;40;1069.0;5916893.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;25/09/2019;40;1850.0;5917962.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;26/09/2019;40;1865.0;5919812.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;27/09/2019;40;558.0;5921677.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;28/09/2019;40;511.0;5922235.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;29/09/2019;40;1731.0;5922746.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;30/09/2019;40;1588.0;5924477.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;01/10/2019;40;458.0;5926065.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;02/10/2019;40;1450.0;5926523.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;03/10/2019;40;1611.0;5927973.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;04/10/2019;40;349.0;5929584.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;05/10/2019;40;320.0;5929933.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;06/10/2019;40;1695.0;5930253.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;07/10/2019;40;1570.0;5931948.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;08/10/2019;40;609.0;5933518.0
C04AE134021;9,84588E+11;LYONNAISE;C01E00D9;09/10/2019;40;1583.0;5934127.0
